id,name,id_compteur,nom_compteur,sum_counts,date
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,71,2025-01-04 17:00:00+00:00
100056330,36 quai de Grenelle,100056330-103056330,36 quai de Grenelle SO-NE,55,2025-01-04 17:00:00+00:00
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,54,2025-01-04 18:00:00+00:00
100056330,36 quai de Grenelle,100056330-103056330,36 quai de Grenelle SO-NE,20,2025-01-04 18:00:00+00:00
100056330,36 quai de Grenelle,100056330-103056330,36 quai de Grenelle SO-NE,21,2025-01-04 19:00:00+00:00
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,18,2025-01-04 19:00:00+00:00
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,25,2025-01-04 20:00:00+00:00
100056330,36 quai de Grenelle,100056330-103056330,36 quai de Grenelle SO-NE,17,2025-01-04 20:00:00+00:00
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,10,2025-01-04 21:00:00+00:00
100056330,36 quai de Grenelle,100056330-103056330,36 quai de Grenelle SO-NE,25,2025-01-04 21:00:00+00:00
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,14,2025-01-04 22:00:00+00:00
100056330,36 quai de Grenelle,100056330-103056330,36 quai de Grenelle SO-NE,10,2025-01-04 22:00:00+00:00
100056330,36 quai de Grenelle,100056330-103056330,36 quai de Grenelle SO-NE,5,2025-01-04 23:00:00+00:00
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,16,2025-01-04 23:00:00+00:00
100056330,36 quai de Grenelle,100056330-103056330,36 quai de Grenelle SO-NE,4,2025-01-05 00:00:00+00:00
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,11,2025-01-05 00:00:00+00:00
100056330,36 quai de Grenelle,100056330-103056330,36 quai de Grenelle SO-NE,0,2025-01-05 01:00:00+00:00
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,7,2025-01-05 01:00:00+00:00
100056330,36 quai de Grenelle,100056330-104056330,36 quai de Grenelle NE-SO,7,2025-01-05 02:00:00+00:00
100056330,36 quai de Grenelle,100056330-103056330,36 quai de Grenelle SO-NE,1,2025-01-05 02:00:00+00:00
100056330,36 quai de Grenelle,100056330-103056330,36 quai de Grenelle SO-NE,0,2025-01-05 03:00:00+00:00
